Nummer,Straße,Anteil Arbeitslose,Anteil Transferbezieher,Anteil Transferbeizieher unter 15,Gesamtindex,Latitude,Longitude
9051702,Bölschestraße,4.93,4.05,8.03,mittel,52.4474315,13.6244324
9051801,Rahnsdorf/Hessenwinkel,3.55,2.39,5.51,hoch,52.4388819,13.718100538301812
9051901,Dammvorstadt,7.22,8.09,20.08,mittel,52.4549323,13.5766447
9052001,Köpenick Nord,6.17,4.65,12.86,mittel,52.4657155,13.5748928
10010101,Marzahn West,14.56,27.1,62.15,sehr niedrig,52.5677802,13.547588315328309
10010102,Havemannstraße,15.13,28.13,65.49,sehr niedrig,52.5701262,13.5665478
10010204,Wuhletalstraße,14.05,24.04,58.37,sehr niedrig,52.5598872,13.5658824
10010205,Marzahn Ost,13.21,22.12,54.37,niedrig,52.5492117,13.57705835056338
10010206,Ringkolonnaden,11.42,17.42,51.23,mittel,0,0
10010207,Marzahner Promenade,11.57,18.91,54.47,niedrig,52.5456497,13.5527757
10010308,Marzahner Chaussee,6.2,4.84,10.45,mittel,52.5136419,13.5244863
10010309,Springpfuhl,10.75,15.57,48.11,mittel,52.52704,13.5365518
10010310,Alt-Marzahn,9.47,14.17,42.9,mittel,52.5426423,13.5621287
10010311,Landsberger Tor,4.97,7.64,19.85,mittel,0,0
10020412,Alte Hellersdorfer Straße,18.18,33.68,67.01,sehr niedrig,52.543423,13.5928696
10020413,Gut Hellersdorf,12.99,20.77,55.56,niedrig,52.53888825,13.596075593118572
10020414,Helle Mitte,11.0,26.78,65.92,niedrig,52.537739200000004,13.603757005036432
10020415,Hellersdorfer Promenade,17.59,29.74,71.43,sehr niedrig,52.541151,13.606589644528645
10020416,Böhlener Straße,17.58,26.29,59.98,sehr niedrig,52.539768,13.6204169
10020517,Adele-Sandrock-Straße,7.74,11.84,38.07,mittel,52.5338963,13.619461
10020518,Schleipfuhl,11.99,19.38,45.32,mittel,52.5283517,13.610266335904875
10020519,Boulevard Kastanienallee,18.4,31.61,71.76,sehr niedrig,52.5287245,13.6061107
10020620,Kaulsdorf Nord II,12.59,17.3,51.61,niedrig,0,0
10020621,Gelbes Viertel,12.7,21.45,50.61,niedrig,52.529410299999995,13.597658884486542
10020622,Kaulsdorf Nord I,9.2,14.44,44.56,mittel,0,0
10020623,Rotes Viertel,8.33,11.43,32.99,mittel,52.521191349999995,13.592778207721388
10030724,Oberfeldstraße,2.94,1.28,3.06,hoch,52.5263503,13.5572963
10030725,Buckower Ring,9.58,11.48,23.16,mittel,52.5250892,13.5654003
10030726,Alt-Biesdorf,3.59,1.76,3.59,hoch,52.5055513,13.5722913
10030727,Biesdorf Süd,2.84,1.17,2.32,hoch,52.4996047,13.5465321
10040828,Kaulsdorf Nord,5.03,5.87,18.6,mittel,52.5211535,13.5889176
10040829,Alt-Kaulsdorf,3.92,2.76,3.96,hoch,52.5051499,13.5840518
10040830,Kaulsdorf Süd,3.14,1.68,3.3,hoch,52.4935443,13.5770594
10040931,Mahlsdorf Nord,3.33,1.9,2.96,hoch,52.5229728,13.6316579
10040932,Alt-Mahlsdorf,3.59,3.08,5.75,hoch,52.5047895,13.6126079
10040933,Mahlsdorf Süd,3.24,1.92,3.8,hoch,52.4876545,13.611831
11010101,Dorf Malchow,4.45,4.65,10.34,hoch,52.5802084,13.4825429
11010102,Dorf Wartenberg,2.82,1.97,5.38,hoch,52.57533,13.5121
11010103,Dorf Falkenberg,4.12,3.58,7.93,hoch,52.5705024,13.5359252
11010204,Falkenberg Ost,13.84,23.43,56.04,niedrig,0,0
11010205,Falkenberg West,13.75,20.67,54.61,niedrig,0,0
11010206,Wartenberg Süd,10.83,17.51,49.17,mittel,52.5098213,13.477461
11010207,Wartenberg Nord,11.62,18.33,49.13,mittel,0,0
11010308,Zingster Straße Ost,12.24,18.06,53.64,niedrig,0,0
11010309,Zingster Straße West,13.6,20.97,53.27,niedrig,0,0
11010310,Mühlengrund,9.99,11.75,42.02,mittel,52.553830000000005,13.508277796648018
11020411,Malchower Weg,5.42,6.05,19.78,mittel,52.5500181,13.5085993
11020412,Hauptstraße,8.39,13.38,34.26,mittel,0,0
11020513,Orankesee,2.95,2.16,4.8,hoch,52.5487672,13.482346205856711
11020514,Große-Leege-Straße,7.72,9.08,23.79,mittel,52.5480383,13.5010102
11020515,Landsberger Allee,9.85,13.93,40.8,mittel,52.5381421,13.5309193
11020516,Weiße Taube,2.89,3.84,9.74,hoch,52.4979413,13.4296989
11030617,Hohenschönhausener Straße,13.89,17.87,63.72,niedrig,0,0
11030618,Fennpfuhl West,9.38,11.38,36.64,mittel,0,0
11030619,Fennpfuhl Ost,11.79,16.45,48.52,mittel,0,0
11030720,Herzbergstraße,6.93,10.87,32.23,mittel,52.5268091,13.4804485
11030721,Rüdigerstraße,9.48,10.4,27.27,mittel,52.5153517,13.5021787
11030824,Frankfurter Allee Süd,9.5,14.9,46.99,mittel,52.5101663,13.480687813764971
11040925,Victoriastadt,8.15,10.79,19.77,mittel,52.50465525,13.478071711081604
11040926,Weitlingstraße,10.05,12.24,33.12,mittel,52.510565,13.5001049
11041022,Rosenfelder Ring,14.12,12.62,44.16,mittel,52.5119957,13.510029201212326
11041023,Gensinger Straße,11.81,18.56,50.71,mittel,52.5114221,13.5355485
11041027,Tierpark,13.56,16.62,45.83,niedrig,52.4977241,13.5229595
11041128,Sewanstraße,9.2,11.09,41.25,mittel,52.495657,13.5089795
11051229,Rummelsburg,5.45,3.84,4.29,mittel,52.5013696,13.4835143
11051330,Karlshorst West,4.93,5.28,10.83,mittel,0,0
11051331,Karlshorst Nord,4.91,3.78,6.31,hoch,0,0
11051332,Karlshorst Süd,3.82,3.76,5.81,hoch,0,0
12103115,Breitkopfbecken,12.93,23.0,57.36,niedrig,52.5728402,13.362720224847891
12103116,Hausotterplatz,11.52,21.78,52.94,mittel,52.56936585,13.375432531964808
12103117,Letteplatz,13.19,24.18,59.18,niedrig,52.563707050000005,13.371292818961704
12103218,Teichstraße,10.57,20.0,55.48,mittel,52.5740868,13.3476794
12103219,Schäfersee,11.48,19.95,59.39,mittel,52.566662949999994,13.360696037439125
12103220,Humboldtstraße,9.37,12.46,32.33,mittel,52.5705371,13.3345325
12214125,Waldidyll/Flughafensee,5.37,6.39,17.81,mittel,0,0
12214126,Tegel Süd,11.19,19.14,49.32,mittel,52.5764903,13.284447670067077
12214421,Reinickes Hof,9.9,15.92,39.09,mittel,52.5774273,13.3310294
12214422,Klixstraße,13.33,27.51,67.83,sehr niedrig,52.5711547,13.3103669
12214423,Mellerbogen,10.26,14.09,43.84,mittel,0,0
12214424,Scharnweberstraße,12.16,22.59,60.06,niedrig,52.5668172,13.3126219
12214527,Alt-Tegel,5.62,6.93,16.63,mittel,52.5894565,13.2837514
12224229,Konradshöhe/Tegelort,3.62,1.91,5.08,hoch,52.5709893,13.2315355
12224230,Heiligensee,3.15,2.54,5.56,hoch,52.6122549,13.2295789
12231101,Hermsdorf,3.15,2.53,4.21,hoch,52.6183341,13.3110313
12231102,Frohnau,2.65,1.95,3.39,hoch,52.6323917,13.2878663
12301203,Wittenau Süd,8.19,11.1,31.7,mittel,52.5779013,13.3331269
12301204,Wittenau Nord,4.22,5.6,14.19,mittel,0,0
12301205,Waidmannslust,4.85,4.76,9.16,hoch,52.6080354,13.3225327
12301206,Lübars,4.15,3.27,4.93,hoch,52.6146467,13.3530197
12302107,Schorfheidestraße,4.54,5.35,14.5,mittel,52.5727088,13.5751289
12302108,Märkisches Zentrum,12.82,27.69,70.47,sehr niedrig,52.5975836,13.354515578995304
12302109,Treuenbrietzener Straße,14.88,34.17,73.14,sehr niedrig,52.6002046,13.3619042
12302110,Dannenwalder Weg,12.32,29.4,64.78,niedrig,52.5967214,13.3605891
12302211,Lübarser Straße,7.26,6.77,20.08,mittel,52.6012352,13.3340499
12302212,Rollbergesiedlung,12.19,26.78,60.07,niedrig,52.60835185,13.334088541902368
12304313,Borsigwalde,8.62,11.51,27.21,mittel,52.5840624,13.3022741
12304314,Ziekowstraße/Freie Scholle,6.84,7.42,20.54,mittel,0,0
